run_id	variant_group_id	gene_symbol	display_group	group_id	stage	n_tracks	n_raw_effect_rows	n_duplicate_effect_rows	median_effect	min_effect	max_effect	included_in_brain9
ccg15_NKX6-2_del4	NKX6-2_del4	NKX6-2	Cerebral cortex	adult__brain__cerebral_cortex	adult	4	4	0	-0.061430470125	-0.0831148637	-0.0603591786	True
ccg15_NKX6-2_del4	NKX6-2_del4	NKX6-2	Hippocampal formation	adult__brain__hippocampal_formation	adult	1	1	0	-0.059544680850000004	-0.059544680850000004	-0.059544680850000004	True
ccg15_NKX6-2_del4	NKX6-2_del4	NKX6-2	Basal ganglia / striatum	adult__brain__basal_ganglia_striatum	adult	3	3	0	-0.05737498425	-0.05967238705	-0.05706843675	True
ccg15_NKX6-2_del4	NKX6-2_del4	NKX6-2	Amygdala	adult__brain__amygdala	adult	1	1	0	-0.06408017584999999	-0.06408017584999999	-0.06408017584999999	True
ccg15_NKX6-2_del4	NKX6-2_del4	NKX6-2	Diencephalic regions	adult__brain__diencephalic_regions	adult	1	1	0	-0.0598469958	-0.0598469958	-0.0598469958	True
ccg15_NKX6-2_del4	NKX6-2_del4	NKX6-2	Midbrain	adult__brain__midbrain	adult	1	1	0	-0.0647781821	-0.0647781821	-0.0647781821	True
ccg15_NKX6-2_del4	NKX6-2_del4	NKX6-2	Cerebellum	adult__brain__cerebellum	adult	2	2	0	-0.073226541125	-0.07466846855	-0.0717846137	True
ccg15_NKX6-2_del4	NKX6-2_del4	NKX6-2	Whole brain	adult__brain__brain_region_unspecified	adult	1	1	0	-0.12803775455	-0.12803775455	-0.12803775455	True
ccg15_NKX6-2_del4	NKX6-2_del4	NKX6-2	Embryo	brain__embryo	embryonic	7	7	0	-0.105630399	-0.12398445496	-0.09523582743499999	True
ccg16_HOXC8_del3	HOXC8_del3	HOXC8	Cerebral cortex	adult__brain__cerebral_cortex	adult	4	4	0	-0.003652095825	-0.0043995381	-0.00189590453	True
ccg16_HOXC8_del3	HOXC8_del3	HOXC8	Hippocampal formation	adult__brain__hippocampal_formation	adult	1	1	0	-0.00103545191	-0.00103545191	-0.00103545191	True
ccg16_HOXC8_del3	HOXC8_del3	HOXC8	Basal ganglia / striatum	adult__brain__basal_ganglia_striatum	adult	3	3	0	-0.0024278163499999996	-0.00274634365	-0.00236392019	True
ccg16_HOXC8_del3	HOXC8_del3	HOXC8	Amygdala	adult__brain__amygdala	adult	1	1	0	-0.00197982783	-0.00197982783	-0.00197982783	True
ccg16_HOXC8_del3	HOXC8_del3	HOXC8	Diencephalic regions	adult__brain__diencephalic_regions	adult	1	1	0	-0.0020399093909999996	-0.0020399093909999996	-0.0020399093909999996	True
ccg16_HOXC8_del3	HOXC8_del3	HOXC8	Midbrain	adult__brain__midbrain	adult	1	1	0	0.0002799033999999999	0.0002799033999999999	0.0002799033999999999	True
ccg16_HOXC8_del3	HOXC8_del3	HOXC8	Cerebellum	adult__brain__cerebellum	adult	2	2	0	-0.003156423575	-0.00342869755	-0.0028841496	True
ccg16_HOXC8_del3	HOXC8_del3	HOXC8	Whole brain	adult__brain__brain_region_unspecified	adult	1	1	0	0.018503099375000002	0.018503099375000002	0.018503099375000002	True
ccg16_HOXC8_del3	HOXC8_del3	HOXC8	Embryo	brain__embryo	embryonic	7	7	0	0.00035095214999999997	7.700920249999998e-05	0.0162541865	True
ccg17_RBFOX1_del3	RBFOX1_del3	RBFOX1	Cerebral cortex	adult__brain__cerebral_cortex	adult	4	4	0	-0.01460629695	-0.020931243500000002	-0.005723476349999999	True
ccg17_RBFOX1_del3	RBFOX1_del3	RBFOX1	Hippocampal formation	adult__brain__hippocampal_formation	adult	1	1	0	-0.015469550915	-0.015469550915	-0.015469550915	True
ccg17_RBFOX1_del3	RBFOX1_del3	RBFOX1	Basal ganglia / striatum	adult__brain__basal_ganglia_striatum	adult	3	3	0	-0.01339030224	-0.0149710174	-0.010330557913000001	True
ccg17_RBFOX1_del3	RBFOX1_del3	RBFOX1	Amygdala	adult__brain__amygdala	adult	1	1	0	-0.014061332065000001	-0.014061332065000001	-0.014061332065000001	True
ccg17_RBFOX1_del3	RBFOX1_del3	RBFOX1	Diencephalic regions	adult__brain__diencephalic_regions	adult	1	1	0	-0.013356089600000001	-0.013356089600000001	-0.013356089600000001	True
ccg17_RBFOX1_del3	RBFOX1_del3	RBFOX1	Midbrain	adult__brain__midbrain	adult	1	1	0	-0.02080440525	-0.02080440525	-0.02080440525	True
ccg17_RBFOX1_del3	RBFOX1_del3	RBFOX1	Cerebellum	adult__brain__cerebellum	adult	2	2	0	-0.05945891065	-0.060143471	-0.0587743503	True
ccg17_RBFOX1_del3	RBFOX1_del3	RBFOX1	Whole brain	adult__brain__brain_region_unspecified	adult	1	1	0	-0.007655859	-0.007655859	-0.007655859	True
ccg17_RBFOX1_del3	RBFOX1_del3	RBFOX1	Embryo	brain__embryo	embryonic	7	7	0	0.003189682975	-0.0157469506	0.004909455995	True
ccg18_SHISA6_del3	SHISA6_del3	SHISA6	Cerebral cortex	adult__brain__cerebral_cortex	adult	4	4	0	-0.0225894455	-0.02455672575	-0.02097547005	True
ccg18_SHISA6_del3	SHISA6_del3	SHISA6	Hippocampal formation	adult__brain__hippocampal_formation	adult	1	1	0	-0.01688241867	-0.01688241867	-0.01688241867	True
ccg18_SHISA6_del3	SHISA6_del3	SHISA6	Basal ganglia / striatum	adult__brain__basal_ganglia_striatum	adult	3	3	0	-0.01835542955	-0.02130773656	-0.01738786712	True
